"PLACEKEY","SAFEGRAPH_BRAND_IDS","BRANDS","SPEND_DATE_RANGE_START","SPEND_DATE_RANGE_END","RAW_TOTAL_SPEND","RAW_NUM_TRANSACTIONS","RAW_NUM_CUSTOMERS","MEDIAN_SPEND_PER_TRANSACTION","MEDIAN_SPEND_PER_CUSTOMER","SPEND_PER_TRANSACTION_PERCENTILES","SPEND_BY_DAY","SPEND_PER_TRANSACTION_BY_DAY","SPEND_BY_DAY_OF_WEEK","DAY_COUNTS","SPEND_PCT_CHANGE_VS_PREV_MONTH","SPEND_PCT_CHANGE_VS_PREV_YEAR","ONLINE_TRANSACTIONS","ONLINE_SPEND","TRANSACTION_INTERMEDIARY","SPEND_BY_TRANSACTION_INTERMEDIARY","BUCKETED_CUSTOMER_FREQUENCY","MEAN_SPEND_PER_CUSTOMER_BY_FREQUENCY","BUCKETED_CUSTOMER_INCOMES","MEAN_SPEND_PER_CUSTOMER_BY_INCOME","CUSTOMER_HOME_CITY","RELATED_CROSS_SHOPPING_PHYSICAL_BRANDS_PCT","RELATED_CROSS_SHOPPING_ONLINE_MERCHANTS_PCT","RELATED_CROSS_SHOPPING_SAME_CATEGORY_BRANDS_PCT","RELATED_CROSS_SHOPPING_LOCAL_BRANDS_PCT","RELATED_WIRELESS_CARRIER_PCT","RELATED_STREAMING_CABLE_PCT","RELATED_DELIVERY_SERVICE_PCT","RELATED_RIDESHARE_SERVICE_PCT","RELATED_BUYNOWPAYLATER_SERVICE_PCT","RELATED_PAYMENT_PLATFORM_PCT"
"225-222@63v-4dz-c89","SG_BRAND_f0d6a9105f01c1e7fe9b106cfd4b5815","Wingstop","2023-04-01","2023-05-01",1845.89,97.0,67.0,14.83,18.65,"""{\\""25\\"":14.50,\\""75\\"":24.09}""","""[59.61,40.35,29.64,31.58,44.84,32.11,57.60,0.00,0.00,420.11,12.04,64.27,22.55,24.99,14.30,0.00,70.73,120.76,16.93,23.18,87.26,16.84,59.73,77.95,71.02,51.10,0.00,303.22,65.32,27.86]""","""[29.81,40.35,14.82,15.79,14.27,16.06,14.83,null,null,14.50,12.04,25.09,22.55,24.99,14.30,null,14.83,14.84,16.93,23.18,16.89,16.84,19.59,14.30,25.71,14.83,null,29.92,32.66,13.93]""","""{\\""Monday\\"":598.43,\\""Tuesday\\"":235.40,\\""Wednesday\\"":177.14,\\""Thursday\\"":77.84,\\""Friday\\"":473.07,\\""Saturday\\"":156.07,\\""Sunday\\"":127.94}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""",73.0,291.0,0.0,0.0,"""{\\""No intermediary\\"":96,\\""Visa\\"":1}""","""{\\""No intermediary\\"":1831.07,\\""Visa\\"":14.82}""","""{\\""1\\"":61,\\""2\\"":4,\\""3\\"":1,\\""4\\"":0,\\""5-10\\"":0,\\"">10\\"":1}""","""{\\""1\\"":21.65,\\""2\\"":26.55,\\""3\\"":56.66,\\""4\\"":null,\\""5-10\\"":null,\\"">10\\"":362.50}""","""{\\""<25k\\"":15,\\""25-45k\\"":15,\\""45-60k\\"":11,\\""60-75k\\"":3,\\""75-100k\\"":9,\\""100-150k\\"":2,\\"">150k\\"":4}""","""{\\""<25k\\"":19.31,\\""25-45k\\"":26.83,\\""45-60k\\"":20.41,\\""60-75k\\"":20.41,\\""75-100k\\"":21.41,\\""100-150k\\"":21.17,\\"">150k\\"":76.69}""","""{\\""Detroit, MI\\"":15,\\""Southfield, MI\\"":9,\\""Oak Park, MI\\"":6,\\""Renton, WA\\"":3,\\""Livonia, MI\\"":3,\\""Kalamazoo, MI\\"":3,\\""Walled Lake, MI\\"":2,\\""Ferndale, MI\\"":2,\\""Troy, MI\\"":2,\\""Chicago, IL\\"":2,\\""Bascom, OH\\"":2,\\""Sterling Heights, MI\\"":2,\\""Clinton Township, MI\\"":2,\\""Belews Creek, NC\\"":2,\\""White Lake, MI\\"":2,\\""Folsom, CA\\"":2,\\""Redford, MI\\"":2,\\""Hazel Park, MI\\"":2,\\""Bellevue, WA\\"":2,\\""Royal Oak, MI\\"":2,\\""Wilmington, DE\\"":2,\\""Brighton, MI\\"":2,\\""West Bloomfield, MI\\"":2,\\""Dearborn, MI\\"":2,\\""Northville, MI\\"":2,\\""Romulus, MI\\"":2}""","{""7-Eleven"":20,""BP"":39,""CITGO"":21,""CVS"":36,""Chick-fil-A"":20,""Family Dollar Stores"":23,""Kroger"":33,""Little Caesars"":20,""McDonald's"":45,""Meijer"":32,""Popeyes Louisiana Kitchen"":21,""Shell Oil"":44,""Speedway"":27,""Starbucks"":21,""Sunoco"":33,""Taco Bell"":30,""Target"":26,""Tropical Smoothie Café"":26,""Walmart"":27,""Wendy's"":30}","{""Apple"":38,""Amazon"":32,""Amazon Marketplace"":32,""Netflix"":24,""AT&T"":24,""Square"":15,""Planet Fitness"":15,""Comcast"":14,""Uber"":12,""Amazon Digital Services"":12,""Spotify"":11,""T-Mobile"":11,""Chipotle Mexican Grill"":9,""Dashpass"":9,""YouTube TV"":8,""Hulu"":8,""Audible"":8,""Lyft"":6,""Target"":6,""Roku"":6}","{""Arby's"":14,""Burger King"":15,""Checkers Drive-In Restaurants"":6,""Chick-fil-A"":15,""Chipotle Mexican Grill"":6,""Dairy Queen"":9,""Five Guys"":5,""Jersey Mike's"":11,""Jimmy John's"":6,""KFC"":15,""Little Caesars"":8,""McDonald's"":42,""Panda Express"":6,""Popeyes Louisiana Kitchen"":21,""Potbelly Sandwich Works"":8,""Red Robin Gourmet Burgers"":5,""Subway"":15,""Taco Bell"":27,""Wendy's"":20,""White Castle"":8}","{""CVS"":2,""Comfort Suites"":2,""Dollar General"":6,""Dollar Tree"":2,""Dunkin'"":2,""Family Dollar Stores"":9,""Fuddruckers"":2,""Jersey Mike's"":2,""Jimmy John's"":2,""SNIPES"":2,""Speedway"":5,""Subway"":2,""Sunoco"":3,""Wendy's"":2,""Westin Hotels & Resorts"":2}","{""AT&T"":29,""T-Mobile"":26,""Verizon Wireless"":8,""Straight Talk"":2}","{""Paramount+"":3}","{""Dashpass"":9,""Uber Eats"":3,""Instacart"":2}","{""Uber"":12,""Lyft"":6}","{""Klarna"":6,""Affirm.com"":3}","{""Apple Card"":3}"
"225-222@63v-6sx-rzf","SG_BRAND_da46ad6f82825669a56b44d32564dff8","Domino's Pizza","2023-04-01","2023-05-01",11340.45,358.0,284.0,28.45,31.97,"""{\\""25\\"":19.98,\\""75\\"":40.23}""","""[124.60,138.64,784.20,304.73,442.60,317.39,700.51,154.38,138.33,348.41,137.46,377.03,389.08,816.16,97.32,127.63,752.99,354.70,210.48,308.40,635.70,116.72,321.36,822.87,329.67,394.04,334.96,651.90,420.93,287.26]""","""[22.87,31.76,31.00,28.10,29.08,23.97,24.72,38.49,29.46,31.20,22.53,24.73,37.71,34.00,31.14,34.59,30.63,24.97,33.86,32.35,23.47,22.97,24.07,27.47,21.47,21.22,24.40,27.97,35.02,29.21]""","""{\\""Monday\\"":2708.47,\\""Tuesday\\"":1126.56,\\""Wednesday\\"":1424.15,\\""Thursday\\"":1349.83,\\""Friday\\"":2804.27,\\""Saturday\\"":913.95,\\""Sunday\\"":1013.22}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""",-6.0,72.0,2.0,96.46,"""{\\""No intermediary\\"":356,\\""PayPal\\"":2}""","""{\\""No intermediary\\"":11243.99,\\""PayPal\\"":96.46}""","""{\\""1\\"":232,\\""2\\"":36,\\""3\\"":11,\\""4\\"":4,\\""5-10\\"":1,\\"">10\\"":0}""","""{\\""1\\"":32.13,\\""2\\"":60.72,\\""3\\"":92.16,\\""4\\"":152.30,\\""5-10\\"":78.23,\\"">10\\"":null}""","""{\\""<25k\\"":44,\\""25-45k\\"":89,\\""45-60k\\"":40,\\""60-75k\\"":33,\\""75-100k\\"":36,\\""100-150k\\"":19,\\"">150k\\"":16}""","""{\\""<25k\\"":34.11,\\""25-45k\\"":37.83,\\""45-60k\\"":42.09,\\""60-75k\\"":31.06,\\""75-100k\\"":41.56,\\""100-150k\\"":62.04,\\"">150k\\"":49.75}""","""{\\""Lorain, OH\\"":92,\\""Amherst, OH\\"":79,\\""Elyria, OH\\"":13,\\""Cleveland, OH\\"":7,\\""Troy, MI\\"":6,\\""Sheffield Village, OH\\"":5,\\""Sugarcreek, PA\\"":5,\\""Sandusky, OH\\"":4,\\""Columbus, OH\\"":4,\\""Avon, OH\\"":4,\\""North Ridgeville, OH\\"":3,\\""Folsom, CA\\"":3,\\""Youngstown, OH\\"":2,\\""Greenville, PA\\"":2,\\""Ashland, OH\\"":2,\\""Cuba, OH\\"":2,\\""Independence, OH\\"":2,\\""Lakewood, OH\\"":2,\\""Mansfield, OH\\"":2,\\""Detroit, MI\\"":2,\\""Vermilion, OH\\"":2,\\""Olmsted Falls, OH\\"":2,\\""Strongsville, OH\\"":2,\\""Cockeysville, MD\\"":2,\\""Beachwood, OH\\"":2,\\""Jacksonville, FL\\"":2,\\""Antioch, CA\\"":2,\\""Kipton, OH\\"":2,\\""Avon Lake, OH\\"":2,\\""Wilmington, DE\\"":2,\\""Canton, OH\\"":2,\\""Westlake, OH\\"":2,\\""Bay Village, OH\\"":2,\\""Stow, OH\\"":2}""","{""Arby's"":27,""Burger King"":33,""Chick-fil-A"":33,""Dollar General"":39,""Dunkin'"":28,""GetGo"":29,""Giant Eagle"":40,""Lowe's"":23,""McDonald's"":66,""Meijer"":56,""Sheetz"":28,""Shell Oil"":54,""Speedway"":48,""Sunoco"":36,""Taco Bell"":37,""Target"":43,""The Home Depot"":22,""Walgreens"":25,""Walmart"":59,""Wendy's"":40}","{""Amazon Marketplace"":52,""Amazon"":42,""Apple"":41,""Netflix"":35,""Spectrum"":29,""Planet Fitness"":21,""Hulu"":20,""Spotify"":19,""Target"":18,""AT&T"":18,""Amazon Digital Services"":16,""Chipotle Mexican Grill"":16,""E-ZPass"":12,""Verizon Wireless"":11,""Kohl's"":11,""The Home Depot"":10,""McDonald's"":10,""Walmart"":9,""T-Mobile"":9,""Sirius XM"":8}","{""Arby's"":27,""Burger King"":32,""Charley's"":4,""Chick-fil-A"":32,""Chipotle Mexican Grill"":18,""Dairy Queen"":20,""Five Guys"":8,""Jimmy John's"":10,""KFC"":17,""Little Caesars"":6,""McDonald's"":58,""Panda Express"":5,""Penn Station"":7,""Pizza Hut"":10,""Red Robin Gourmet Burgers"":5,""Sonic"":3,""Subway"":17,""Taco Bell"":23,""Wendy's"":36,""Wingstop"":4}","{""ALDI"":11,""Arby's"":21,""Chipotle Mexican Grill"":10,""Dairy Queen"":17,""Discount Drug Mart"":14,""Dollar General"":18,""Dollar Tree"":14,""GetGo"":10,""Giant Eagle"":27,""Jimmy John's"":7,""KFC"":15,""Marco's Pizza"":7,""McDonald's"":26,""Panera Bread"":9,""Sheetz"":22,""Speedway"":21,""Sunoco"":10,""Taco Bell"":17,""Target"":36,""Wendy's"":27}","{""Verizon Wireless"":21,""AT&T"":21,""T-Mobile"":15,""Disney Mobile"":3,""Boost Mobile"":2,""Cricket Wireless"":1,""Straight Talk"":1,""Sprint"":1}","{""Paramount+"":5}","{""Dashpass"":8,""Instacart"":6,""DoorDash"":4,""Uber Eats"":3,""HelloFresh"":3,""Shipt"":1}","{""Uber"":3,""Lyft"":1}","{""Klarna"":8,""Affirm.com"":6,""Progressive Leasing"":2,""Sezzle"":2,""Zip Company"":1}","{""Apple Card"":5,""Cash App"":1}"
"225-222@63v-bdg-wp9","","","2023-04-01","2023-05-01",64.58,7.0,4.0,10.0,15.15,"""{\\""25\\"":4.29,\\""75\\"":11.00}""","""[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,21.00,0.00,5.00]""","""[null,null,null,null,null,null,null,null,null,4.29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15.00,null,null,10.50,null,5.00]""","""{\\""Monday\\"":8.58,\\""Tuesday\\"":30.00,\\""Wednesday\\"":0.00,\\""Thursday\\"":0.00,\\""Friday\\"":21.00,\\""Saturday\\"":0.00,\\""Sunday\\"":5.00}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""","","",0.0,0.0,"""{\\""No intermediary\\"":7}""","""{\\""No intermediary\\"":64.58}""","""{\\""1\\"":2,\\""2\\"":1,\\""3\\"":1,\\""4\\"":0,\\""5-10\\"":0,\\"">10\\"":0}""","""{\\""1\\"":4.29,\\""2\\"":30.00,\\""3\\"":26.00,\\""4\\"":null,\\""5-10\\"":null,\\"">10\\"":null}""","""{\\""<25k\\"":2,\\""25-45k\\"":2,\\""45-60k\\"":2}""","""{\\""<25k\\"":28.00,\\""25-45k\\"":4.29,\\""45-60k\\"":4.29}""","""{\\""Lakewood, OH\\"":2,\\""Cleveland, OH\\"":2}""","{""7-Eleven"":50,""Bath & Body Works"":25,""Bealls Tx"":50,""Boost Mobile"":25,""CVS"":25,""Circle K"":25,""Discount Drug Mart"":25,""Family Dollar Stores"":25,""GetGo"":50,""Giant Eagle"":50,""Kangaroo Express"":25,""McDonald's"":25,""Microsoft Store"":50,""Panera Bread"":50,""Pilot Flying J"":25,""Raising Cane's"":25,""Starbucks"":25,""Sunoco"":25,""Target"":25,""United States Postal Service (USPS)"":50}","{""Verizon Wireless"":50,""Amazon"":50,""Chewy"":50,""Cox Communications"":50,""CVS Caremark"":50,""Sam's Club"":50}","{""Circle K"":25,""GetGo"":50}","{""CVS"":25,""Circle K"":25,""GetGo"":50,""McDonald's"":25,""Raising Cane's"":25,""Sunoco"":25}","{""Verizon Wireless"":50,""Boost Mobile"":25}","{}","{}","{}","{}","{}"
"225-222@63v-bxm-dqf","SG_BRAND_68523dc4df7566da","AEG Vision","2023-04-01","2023-05-01",1132.45,2.0,2.0,566.23,566.23,"""{\\""25\\"":70.31,\\""75\\"":1062.14}""","""[0.00,0.00,0.00,0.00,0.00,70.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062.14,0.00,0.00,0.00]""","""[null,null,null,null,null,70.31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1062.14,null,null,null]""","""{\\""Monday\\"":0.00,\\""Tuesday\\"":0.00,\\""Wednesday\\"":0.00,\\""Thursday\\"":1132.45,\\""Friday\\"":0.00,\\""Saturday\\"":0.00,\\""Sunday\\"":0.00}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""",-47.0,"",0.0,0.0,"""{\\""No intermediary\\"":2}""","""{\\""No intermediary\\"":1132.45}""","""{\\""1\\"":2,\\""2\\"":0,\\""3\\"":0,\\""4\\"":0,\\""5-10\\"":0,\\"">10\\"":0}""","""{\\""1\\"":566.23,\\""2\\"":null,\\""3\\"":null,\\""4\\"":null,\\""5-10\\"":null,\\"">10\\"":null}""","""{\\""25-45k\\"":2,\\""100-150k\\"":2}""","""{\\""25-45k\\"":70.31,\\""100-150k\\"":1062.14}""","""{\\""Stow, OH\\"":2}""","{""7-Eleven"":50,""BP"":50,""Burger King"":50,""Circle K"":50,""Discount Drug Mart"":50,""Einstein Brothers"":50,""Famous Footwear"":50,""GetGo"":50,""Giant Eagle"":100,""Great Clips"":50,""Marathon"":50,""Marco's Pizza"":50,""McDonald's"":50,""Meijer"":50,""Mr. Hero"":50,""Panera Bread"":100,""Raising Cane's"":50,""Romeo's Pizza"":50,""Subway"":50,""Taco Bell"":50}","{""Apple"":100,""Chipotle Mexican Grill"":50,""Microsoft"":50}","{}","{""7-Eleven"":50,""Circle K"":50,""Discount Drug Mart"":50,""Famous Footwear"":50,""Giant Eagle"":100,""Great Clips"":50,""Marco's Pizza"":50,""McDonald's"":50,""Meijer"":50,""Panera Bread"":100,""Subway"":50,""Taco Bell"":50,""Walgreens"":50,""Wendy's"":50}","{}","{""Paramount+"":50}","{}","{}","{}","{}"
"225-222@646-4dq-wc5","SG_BRAND_8e5762f2bca5e0a62ef5da4b78de3ed5","O'Reilly Auto Parts","2023-04-01","2023-05-01",1430.02,39.0,36.0,20.81,23.85,"""{\\""25\\"":11.87,\\""75\\"":51.82}""","""[0.00,56.14,324.01,75.56,114.96,6.47,29.03,19.43,12.41,10.25,0.00,8.63,5.39,60.46,0.00,0.00,0.00,49.67,0.00,0.00,0.00,0.00,17.03,122.09,0.00,0.00,67.24,0.00,451.25,0.00]""","""[null,56.14,43.17,14.02,14.03,6.47,12.95,19.43,12.41,10.25,null,8.63,5.39,60.46,null,null,null,49.67,null,null,null,null,17.03,35.36,null,null,33.62,null,118.74,null]""","""{\\""Monday\\"":456.35,\\""Tuesday\\"":125.23,\\""Wednesday\\"":123.59,\\""Thursday\\"":79.10,\\""Friday\\"":89.49,\\""Saturday\\"":470.68,\\""Sunday\\"":85.58}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""",-39.0,10.0,0.0,0.0,"""{\\""No intermediary\\"":39}""","""{\\""No intermediary\\"":1430.02}""","""{\\""1\\"":33,\\""2\\"":3,\\""3\\"":0,\\""4\\"":0,\\""5-10\\"":0,\\"">10\\"":0}""","""{\\""1\\"":38.74,\\""2\\"":50.58,\\""3\\"":null,\\""4\\"":null,\\""5-10\\"":null,\\"">10\\"":null}""","""{\\""<25k\\"":2,\\""25-45k\\"":6,\\""45-60k\\"":7,\\""60-75k\\"":3,\\""75-100k\\"":3,\\""100-150k\\"":8,\\"">150k\\"":4}""","""{\\""<25k\\"":20.08,\\""25-45k\\"":27.00,\\""45-60k\\"":46.36,\\""60-75k\\"":7.71,\\""75-100k\\"":26.25,\\""100-150k\\"":63.38,\\"">150k\\"":46.36}""","""{\\""Myrtle Beach, SC\\"":8,\\""North Myrtle Beach, SC\\"":6,\\""Gastonia, NC\\"":4,\\""Crompond, NY\\"":4,\\""Conway, SC\\"":3,\\""Little River, SC\\"":3,\\""Woodbridge, VA\\"":2,\\""Troy, MI\\"":2,\\""Rochester, OH\\"":2,\\""Charlotte, NC\\"":2,\\""Louisville, KY\\"":2,\\""Celina, OH\\"":2,\\""Clifton, NJ\\"":2,\\""Bolivia, NC\\"":2,\\""North Augusta, SC\\"":2,\\""Calabash, NC\\"":2,\\""Statesville, NC\\"":2,\\""Fairfax, VA\\"":2,\\""New Baltimore, MI\\"":2}""","{""BP"":37,""Bojangles'"":25,""CVS"":34,""Chick-fil-A"":42,""Circle K"":64,""Cook Out"":20,""Dollar General"":39,""Food Lion"":50,""Kroger"":37,""Lowe's"":42,""McDonald's"":50,""Murphy USA"":31,""Publix Super Markets"":34,""Shell Oil"":53,""Speedway"":23,""Starbucks"":23,""The Home Depot"":34,""Walgreens"":23,""Walmart"":67,""Wendy's"":31}","{""Apple"":39,""Amazon"":34,""Netflix"":28,""Sirius XM"":20,""Amazon Marketplace"":20,""Walmart"":17,""Amazon Digital Services"":17,""Spectrum"":17,""Verizon Wireless"":14,""Dashpass"":14,""Spotify"":14,""eBay"":12,""Jersey Mike's Subs"":12,""Belk"":9,""Lowe's"":9,""Uber Eats"":9,""Sam's Club"":9,""Lyft"":6,""Roku"":6,""Uber"":6}","{""Advance Auto Parts"":14,""AutoZone"":17,""NAPA Auto Parts"":6,""Tire Discounters"":3}","{""Ace Hardware"":9,""Advance Auto Parts"":6,""Bojangles'"":9,""Bonefish Grill"":6,""CVS"":20,""Chick-fil-A"":17,""Circle K"":39,""Cook Out"":12,""Food Lion"":34,""Kroger"":17,""Kroger Fuel Center"":12,""Lowe's"":25,""McDonald's"":25,""Publix Super Markets"":17,""Ross Stores"":12,""Scotchman"":9,""Sonic"":9,""The Home Depot"":20,""Walgreens"":14,""Walmart"":25}","{""Verizon Wireless"":28,""AT&T"":9,""T-Mobile"":6}","{""Paramount+"":3}","{""Dashpass"":14,""Uber Eats"":9}","{""Uber"":6,""Lyft"":6}","{""Affirm.com"":6,""Klarna"":3,""Sezzle"":3}","{}"
"225-222@646-5mh-k4v","SG_BRAND_739edde2613c107f7930d838af736899","Sherwin-Williams","2023-04-01","2023-05-01",300.77,5.0,5.0,22.78,22.78,"""{\\""25\\"":20.68,\\""75\\"":118.32}""","""[18.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.56,80.58,0.00,0.00,156.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]""","""[18.57,null,null,null,null,null,null,null,null,22.78,80.58,null,null,156.06,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]""","""{\\""Monday\\"":45.56,\\""Tuesday\\"":80.58,\\""Wednesday\\"":0.00,\\""Thursday\\"":0.00,\\""Friday\\"":156.06,\\""Saturday\\"":18.57,\\""Sunday\\"":0.00}""","""{\\""Wednesday\\"":4,\\""Monday\\"":4,\\""Saturday\\"":5,\\""Thursday\\"":4,\\""Tuesday\\"":4,\\""Friday\\"":4,\\""Sunday\\"":5}""",-65.0,"",0.0,0.0,"""{\\""No intermediary\\"":5}""","""{\\""No intermediary\\"":300.77}""","""{\\""1\\"":5,\\""2\\"":0,\\""3\\"":0,\\""4\\"":0,\\""5-10\\"":0,\\"">10\\"":0}""","""{\\""1\\"":60.15,\\""2\\"":null,\\""3\\"":null,\\""4\\"":null,\\""5-10\\"":null,\\"">10\\"":null}""","""{\\""60-75k\\"":2,\\""75-100k\\"":3,\\""100-150k\\"":2}""","""{\\""60-75k\\"":118.32,\\""75-100k\\"":22.78,\\""100-150k\\"":18.57}""","""{\\""Conway, SC\\"":5}""","{""BP"":40,""Bealls Outlet"":60,""Bojangles'"":40,""Buc-ee's"":60,""Burger King"":40,""Chick-fil-A"":60,""CosmoProf"":40,""Dollar General"":80,""Food Lion"":80,""Harbor Freight Tools"":80,""Hardee's"":40,""KFC"":40,""Lowe's"":40,""McDonald's"":60,""Shell Oil"":60,""Speedway"":100,""Sunoco"":60,""Walgreens"":60,""Walmart"":100,""Wendy's"":60}","{""Lowe's"":40,""Apple"":40,""Amazon"":20,""The Home Depot"":20,""Netflix"":20,""Microsoft"":20,""Spotify"":20,""Amazon Digital Services"":20}","{}","{""Advance Auto Parts"":20,""Big Lots Stores"":20,""Burger King"":20,""CVS"":20,""Chick-fil-A"":60,""Dollar General"":60,""Food Lion"":80,""Harbor Freight Tools"":80,""KFC"":40,""Lowe's"":40,""McDonald's"":60,""Murphy USA"":40,""Sally Beauty Supply"":40,""Speedway"":100,""Sunoco"":60,""Taco Bell"":40,""United States Postal Service (USPS)"":40,""Walgreens"":60,""Walmart"":100,""Wendy's"":40}","{""Verizon Wireless"":40,""Sprint"":20,""Straight Talk"":20}","{}","{}","{}","{""Afterpay"":20}","{}"
